glutathione	5
peroxidase	5
tract	4
inflammation	4
gpx1	4
intestine	3
cancer	3
colon	3
tissue	3
cox-2	3
mucosal	3
epithelium	3
allergic	2
microflora	2
induction	2
antioxidants	2
weaning	2
colitis	2
suppresses	2
ileocolitis	2
nrf2	2
cellular	2
malignant	2
tumor	2
growth	2
days	2
mutation	2
gpx-2	2
pathology	2
gastrointestinal	2
targeted	2
susceptible	2
deficient	2
breast	2
isoform	2
overexpressed	2
major	2
gene-environment	2
selenium	2
up-regulating	2
gpx	2
oxidative	2
stress-induced	2
accession	1
swiss-prot/trembl	1
display	1
number	1
state	1
p83645	1
along	1
detected	1
confined	1
pge(2)-dependent	1
germfree	1
binding	1
dependent	1
esophageal	1
basal	1
mpges-1	1
adenocarcinoma	1
anti-inflammatory	1
anticarcinogenic	1
crypt-villus	1
gi-gpx	1
selenoprotein	1
enzymes	1
presence	1
concentration	1
obviously	1
invasion	1
